BrandName,Deatils,Sizes,Womens_Category,MRP_,Discount_percent,SellPrice_
michael kors,womens 36 mm abbey pink dial stainless steel analog watch - mk4617i,Free Size,Watches,9554.597948717948,60.0,21995.0
giordano,womens white dial metallic analogue watch - r4000-11,Free Size,Watches,12390.0,50.0,6195.0
michael kors,womens 36 mm everest white dial stainless steel chronograph watch - mk7213,Free Size,Watches,9554.597948717948,60.0,24495.0
kenneth cole,womens analogue silver dial metallic watch - kc50116002ld,Free Size,Watches,8795.0,40.0,5277.0
coach,womens preston white dial stainless steel analogue watch - ncco14503776w,Free Size,Watches,9554.597948717948,40.0,21995.0
fastrack,womens tropical waters white dial metallic analogue watch - 68008sm05,Free Size,Watches,9554.597948717948,0.0,1550.0
emporio armani,womens 30 mm mother of pearl dial stainless steel analogue watch - ar11432,Free Size,Watches,9554.597948717948,60.0,25995.0
giordano,womens 30.5 mm aw19 rose gold dial metal analogue watch - g3020-22,Free Size,Watches,3990.0,30.0,2793.0
helix,womens silver dial leather analogue watch - tw045hl02,Free Size,Watches,2195.0,20.0,1756.0
fossil,womens 38 mm stella silver dial ceramic analogue watch - ce1113,Free Size,Watches,9554.597948717948,60.0,16995.0
titan,womens purple ceramic refreshers white dial metal & ceramic analogue watch - wtt95061wd04,Free Size,Watches,9554.597948717948,50.0,9640.0
versace,womens v circle womens silver-tone calf analogue watch,Free Size,Watches,9554.597948717948,0.0,36900.0
titan,womens 42.50 x 7.60 x 36 mm valentine silver dial leather analog watch - 95124wl01f,Free Size,Watches,6495.0,50.0,3247.0
fastrack,womens blue dial stainless steel strap watch,Free Size,Watches,9554.597948717948,0.0,2795.0
fossil,womens 36 mm weslee rose gold dial stainless steel analog watch - bq3723,Free Size,Watches,16495.0,20.0,13196.0
casio,womens bga-240-1a2dr (b188) baby-g analog-digital watch,Free Size,Watches,6495.0,30.0,4546.0
timex,womens multi-function watch-tw000q808,Free Size,Watches,4495.0,40.0,2697.0
united colors of benetton,unisex 44 mm silicone digital watch - uwucg0604,Free Size,Watches,5995.0,40.0,3597.0
fastrack,womens 33.7 mm glitch green dial leather analogue watch - 6234ql01,Free Size,Watches,9554.597948717948,0.0,2395.0
titan,womens neo v phase ii grey dial leather analogue watch - 2651wl01,Free Size,Watches,9554.597948717948,50.0,5145.0
daniel wellington,womens 28 mm iconic link emerald green dial stainless steel analogue watch - wdw00100421,Free Size,Watches,9554.597948717948,50.0,19799.0
casio,womens enticer silver dial leather analogue watch - a1761,Free Size,Watches,3495.0,30.0,2446.0
titan,womens black dial stainless steel analog watch,Free Size,Watches,9554.597948717948,50.0,8995.0
casio,womens baby-g grey dial analogue-digital watch - bx146,Free Size,Watches,8795.0,10.0,7915.0
versace,womens 36 mm versace essential black dial stainless steel analogue watch - vek400621,Free Size,Watches,9554.597948717948,0.0,99100.0
helix,womens beige & grey dial stainless steel analogue watch - tw032hl18,Free Size,Watches,2995.0,40.0,1797.0
amazfit,unisex 41 mm bip u black dial silicone lcd smart watch - a2017,Free Size,Watches,9554.597948717948,0.0,3499.0
emporio armani,womens 32 mm rosa mother of pearl dial stainless steel analog watch - ar11462i,Free Size,Watches,9554.597948717948,60.0,29995.0
united colors of benetton,womens 34.3 mm black dial silicone analogue watch - uwucl0203,Free Size,Watches,3795.0,40.0,2277.0
titan,womens purple ceramic refreshers blue dial metal & ceramic analogue watch - wtt95061wd05,Free Size,Watches,9554.597948717948,50.0,9495.0
daniel wellington,womens classic petite ashfield rose gold watch - dw00100201,Free Size,Watches,9554.597948717948,50.0,15499.0
casio,womens enticer rose gold dial stainless steel analogue watch - a1590,Free Size,Watches,4995.0,30.0,3496.0
casio,womens sheen off white dial mesh band analogue watch - sx277,Free Size,Watches,8795.0,30.0,6156.0
casio,womens enticer analogue round dial watch-a1044,Free Size,Watches,5495.0,30.0,3846.0
fossil,unisex blue watch strap - s221414,Free Size,Watches,9554.597948717948,60.0,2295.0
esprit,women silver dial stainless steel analog watch,Free Size,Watches,8500.0,25.0,6375.0
casio,womens rose gold dial leather analog watch,Free Size,Watches,5495.0,30.0,3846.0
skagen,womens 30 mm signatur grey dial stainless steel analogue watch - skw2996i,Free Size,Watches,9554.597948717948,60.0,9995.0
fossil,womens analogue leather watch - es3077i,Free Size,Watches,9495.0,40.0,5697.0
casio,womens 20-29 mm enticer beige dial metal analogue watch - a908,Free Size,Watches,2995.0,30.0,2096.0
coach,womens silver stainless steel analogue watch  - 14503070,Free Size,Watches,22995.0,20.0,18396.0
giordano,womens pink dial metallic analogue watch - gd-2045-22,Free Size,Watches,10990.0,60.0,4396.0
kenneth cole,womens rose gold leather  watch  - nbkc50232001ld,Free Size,Watches,7995.0,30.0,5596.0
kenneth cole,womens black stainless steel  watch  - nbkc50183006ld,Free Size,Watches,11795.0,30.0,8256.0
kenneth cole,womens analogue silver dial metallic watch - kc50183003ld,Free Size,Watches,11395.0,30.0,7976.0
just cavalli,womens green dial analogue watch - 1l050l0235,Free Size,Watches,10200.0,10.0,9180.0
anne klein,womens lavender ceramic analogue watch  - ak3159lvsv,Free Size,Watches,10999.0,40.0,6599.0
giordano,womens purple dial analogue watch - gd-2024-55,Free Size,Watches,5990.0,30.0,4193.0
strand by obaku,womens 36 mm tide ocean blue dial stainless steel analogue watch - s719lxvlml,Free Size,Watches,4995.0,10.0,4495.0
emporio armani,womens round dial analogue watch,Free Size,Watches,10995.0,40.0,6597.0
anne klein,womens diamond silver dial metallic analogue watch - ak3601svsv,Free Size,Watches,7250.0,40.0,4350.0
emporio armani,womens 32 mm mother of pearl dial leather analog watch - ar80053,Free Size,Watches,24495.0,30.0,17146.0
tommy hilfiger,womens 40 mm gold dial stainless steel analogue watch,Free Size,Watches,9554.597948717948,30.0,10495.0
titan,womens moments of joy mother of pearl dial brass analogue watch - 95127wm01f,Free Size,Watches,9554.597948717948,50.0,16795.0
swiss eagle,womens mother of pearl dial analogue watch - se-9147-11,Free Size,Watches,8775.0,40.0,5265.0
giordano,womens white dial metallic analogue watch - g2125-11,Free Size,Watches,4590.0,50.0,2295.0
casio,womens 35-45 mm blue dial stainless steel analogue watch - a1939,Free Size,Watches,7195.0,20.0,5756.0
titan,womens 32 mm ladies neo v phase iii silver white dial stainless steel analogue watch,Free Size,Watches,9554.597948717948,50.0,4495.0
esprit,womens blue dial leather analog watch - es1l153l1025,Free Size,Watches,8900.0,25.0,6675.0
daniel wellington,womens 20 x 26 mm quadro unitone gold dial stainless steel analogue watch - dw00100485,Free Size,Watches,9554.597948717948,50.0,17599.0
anne klein,womens metallic analogue watch - ak2130tngb,Free Size,Watches,9554.597948717948,40.0,11700.0
giordano,womens inara white dial metallic analogue watch - g2132-22,Free Size,Watches,4890.0,50.0,2445.0
fastrack,womens analogue watch,Free Size,Watches,9554.597948717948,0.0,1795.0
fossil,womens 36 mm ashtyn white dial leather analog watch - bq3743,Free Size,Watches,9495.0,20.0,7596.0
timex,womens indiglo white dial metallic analogue watch - tw2r26400,Free Size,Watches,5995.0,50.0,2997.0
swiss eagle,womens mother of pearl dial analogue watch - se-9147-22,Free Size,Watches,8975.0,40.0,5385.0
michael kors,womens gen 5e darci stainless steel smart watch - mkt5127,Free Size,Watches,9554.597948717948,60.0,25995.0
versus,womens domus rose gold dial analogue watch - vspvq0620,Free Size,Watches,13995.0,30.0,9796.0
michael kors,womens 39 mm darci white dial stainless steel analogue watch - mk4519,Free Size,Watches,9554.597948717948,60.0,18495.0
michael kors,womens 36 mm portia rose gold dial stainless steel analog watch - mk4598i,Free Size,Watches,9554.597948717948,60.0,24495.0
fastrack,womens go skate ns black dial analogue watch - 6201km03,Free Size,Watches,9554.597948717948,0.0,3050.0
giordano,womens rose gold dial metallic analogue watch - gd-2100-22,Free Size,Watches,10990.0,50.0,5495.0
daniel wellington,womens black dial synthetic analogue watch,Free Size,Watches,14799.0,50.0,7399.0
armani exchange,womens 36 mm lola rose gold dial leather analog watch - ax5577,Free Size,Watches,10995.0,30.0,7696.0
versus,womens 34 mm pave glitter dial metal bracelet analogue watch - vspzv0421,Free Size,Watches,9554.597948717948,30.0,18995.0
versus,womens 37 mm green dial metal bracelet analogue watch - vspzl0621,Free Size,Watches,9554.597948717948,30.0,18995.0
timex,womens analogue stainless steel watch - twel11705,Free Size,Watches,6645.0,40.0,3987.0
giordano,womens 32 mm ss21 rose gold dial metal analogue watch - g3048-33,Free Size,Watches,3990.0,30.0,2793.0
titan,modern bandhan iii silver white dial multi-function watches for couple - 9400394203wm01,Free Size,Watches,9554.597948717948,50.0,19390.0
fossil,womens leather analogue watch - wfif-es4368i,Free Size,Watches,6995.0,20.0,5596.0
titan,womens 32 mm raga chic mother of pearl dial brass analogue watch - 2659qm01,Free Size,Watches,9554.597948717948,50.0,7995.0
fastrack,womens black dial metallic analogue watch - 6201sm01,Free Size,Watches,9554.597948717948,0.0,2550.0
fossil,womens carlie mother of pearl dial leather analog watch - es5187,Free Size,Watches,9554.597948717948,60.0,8995.0
esprit,womens 32 mm silver dial silicone analog watch - es1l217p1175,Free Size,Watches,6990.0,25.0,5242.0
casio,unisex 30-39 mm vintage golden dial metal digital watch - d226,Free Size,Watches,5495.0,20.0,4396.0
giordano,womens 38 mm ss21 rose gold dial metal analogue watch - g3047-33,Free Size,Watches,3990.0,30.0,2793.0
esprit,women silver dial stainless steel analog watch,Free Size,Watches,8990.0,25.0,6742.0
timex,womens silver brass analog watch - twel14802,Free Size,Watches,5495.0,20.0,4396.0
timex,womens 27 mm fria mother of pearl dial brass analogue watch - twel15003,Free Size,Watches,6295.0,20.0,5036.0
titan,unisex wedding bandhan silver white dial stainless steel analogue watch - nm17752481bm01,Free Size,Watches,9554.597948717948,50.0,6990.0
giordano,womens diamond rose gold dial analogue metallic watch - gd-2034-33,Free Size,Watches,11990.0,60.0,4796.0
kenneth cole,womens silver stainless steel analogue watch  - kc51066007ld,Free Size,Watches,11295.0,40.0,6777.0
fastrack,womens sunburn ns blue dial analogue watch - 6213sl04,Free Size,Watches,9554.597948717948,0.0,1795.0
fastrack,womens navy blue dial leather analogue watch - 6202sl01,Free Size,Watches,9554.597948717948,0.0,1850.0
timex,unisex 45 mm calling watch black dial silicone digital smart watch - twtxw201t,Free Size,Watches,5995.0,20.0,4796.0
casio,womens 30-39 mm enticer black dial steel analogue watch - a1794,Free Size,Watches,9554.597948717948,20.0,7295.0
elle,womens odeon blue dial stainless steel analogue watch - ell21010,Free Size,Watches,6995.0,60.0,2798.0
kenneth cole,womens silver stainless steel  watch  - kc51066008ld,Free Size,Watches,11500.0,30.0,8050.0
michael kors,womens 36 mm everest white dial stainless steel chronograph watch - mk7214,Free Size,Watches,9554.597948717948,60.0,24495.0
timex,womens 32 mm fashion blue dial stainless steel analogue watch - tw000t631,Free Size,Watches,3495.0,20.0,2796.0
kenneth cole,womens 34.5 mm silver dial stainless steel mesh strap analogue watch - kcwlg2124002ld,Free Size,Watches,9554.597948717948,30.0,11495.0
coach,womens 36 mm perry red dial leather analog watch - co14503851w,Free Size,Watches,9554.597948717948,40.0,11995.0
emporio armani,womens analogue leather watch - ar1989i,Free Size,Watches,17295.0,40.0,10377.0
giordano,womens grey dial silicon multi-function watch - 2983-02,Free Size,Watches,8590.0,60.0,3436.0
casio,womens sheen red dial metallic multi-function watch - sh212,Free Size,Watches,9995.0,30.0,6996.0
esprit,womens rose gold dial stainless steel analog watch - es1l268m0065,Free Size,Watches,8900.0,25.0,6675.0
anne klein,womens analog watch,Free Size,Watches,9554.597948717948,40.0,9250.0
kenneth cole,womens white dial stainless steel analogue watch - kc50231001mn,Free Size,Watches,10395.0,30.0,7276.0
kenneth cole,womens white dial leather analogue watch - kc50513001ld,Free Size,Watches,7695.0,30.0,5386.0
anne klein,womens metallic analogue watch - ak2388rgnv,Free Size,Watches,11700.0,30.0,8190.0
casio,womens enticer pink dial steel analogue watch - a1799,Free Size,Watches,6995.0,10.0,6295.0
fastrack,womens ruffles dial leather analogue watch - 6208sl02,Free Size,Watches,9554.597948717948,0.0,3895.0
guess,womens 29 mm piper rose gold dial silicone analog watch - gw0451l2,Free Size,Watches,9554.597948717948,30.0,8495.0
michael kors,womens 37 mm lennox white dial stainless steel analogue watch - mk6989,Free Size,Watches,9554.597948717948,60.0,18495.0
fastrack,womens animal print black dial leather analogue watch - 6222nl01,Free Size,Watches,9554.597948717948,0.0,1950.0
titan,womens raga two tone dial leather analogue watch - 2606yl01,Free Size,Watches,9554.597948717948,50.0,2995.0
versus,mens 45 mm versus colonne brown dial steel ion plating 4n analogue watch - vsphi0720,Free Size,Watches,9554.597948717948,30.0,16995.0
anne klein,womens 34 mm teal dial stainless steel analog watch,Free Size,Watches,9554.597948717948,40.0,11995.0
fossil,womens riley two tone dial leather multi-function watch - es3466,Free Size,Watches,9554.597948717948,60.0,11995.0
titan,womens ladies neo v phase i black dial leather analogue watch - 2652wl01,Free Size,Watches,9554.597948717948,50.0,4995.0
fastrack,womens orange dial metallic analogue watch - 6202sm01,Free Size,Watches,9554.597948717948,0.0,1895.0
timex,unisex silver dial analogue premium pair watch,Free Size,Watches,4995.0,20.0,3996.0
giordano,womens brown dial silicone analogue watch - 2932-02,Free Size,Watches,4995.0,40.0,2997.0
daniel wellington,unisex white dial stainless steel analogue watch - 100213,Free Size,Watches,9554.597948717948,50.0,16999.0
versus,womens lea rose gold dial analogue watch - vspen1620,Free Size,Watches,9554.597948717948,30.0,17995.0
casio,womens 43 mm baby-g pink dial resin analog-digital watch,Free Size,Watches,7995.0,10.0,7195.0
fastrack,mens blue dial analogue watch - 6180sm02,Free Size,Watches,9554.597948717948,0.0,2095.0
strand by obaku,womens 36 mm tide rosette rose gold dial stainless steel analogue watch - s719lxvvsv,Free Size,Watches,5995.0,10.0,5395.0
helix,mens brown dial stainless steel analogue watch - tw030hg03,Free Size,Watches,2395.0,40.0,1437.0
daniel wellington,unisex analogue fabric watch - dw000100276,Free Size,Watches,16199.0,50.0,8099.0
casio,womens enticer two tone dial stainless steel analogue watch - a1595,Free Size,Watches,5495.0,30.0,3846.0
fjord,womens black dial analogue watch - 6036-11,Free Size,Watches,6390.0,60.0,2556.0
kenneth cole,womens white assorted  watch  - nbkc50116002ld,Free Size,Watches,9995.0,40.0,5997.0
guess,mens 44 mm scope champagne dial stainless steel analog watch - gw0454g2,Free Size,Watches,9554.597948717948,30.0,13295.0
fossil,womens 38 mm riley black dial stainless steel analogue watch - es4519,Free Size,Watches,9554.597948717948,60.0,10995.0
fossil,womens 30 mm virginia white dial stainless steel analogue watch - es5111,Free Size,Watches,9554.597948717948,60.0,9995.0
emporio armani,womens white metallic analogue watch - ar11266i,Free Size,Watches,29995.0,20.0,23996.0
